Date and Time Run 1,Time (s) Run 1,Temperature (°C) Run 1,Date and Time Run 2,Time (s) Run 2,Temperature (°C) Run 2
,,,10/21/2020 02:19:19 pm,423.500,38.9
,,,10/21/2020 02:19:20 pm,424.000,39.0
,,,10/21/2020 02:19:20 pm,424.500,39.0
,,,10/21/2020 02:19:21 pm,425.000,39.1
,,,10/21/2020 02:19:21 pm,425.500,39.1
,,,10/21/2020 02:19:22 pm,426.000,39.1
,,,10/21/2020 02:19:22 pm,426.500,38.9
,,,10/21/2020 02:19:23 pm,427.000,38.8
,,,10/21/2020 02:19:23 pm,427.500,38.7
,,,10/21/2020 02:19:24 pm,428.000,38.7
,,,10/21/2020 02:19:24 pm,428.500,38.6
,,,10/21/2020 02:19:25 pm,429.000,38.6
,,,10/21/2020 02:19:25 pm,429.500,38.5
,,,10/21/2020 02:19:26 pm,430.000,38.5
,,,10/21/2020 02:19:26 pm,430.500,38.4
,,,10/21/2020 02:19:27 pm,431.000,38.4
,,,10/21/2020 02:19:27 pm,431.500,38.4
,,,10/21/2020 02:19:28 pm,432.000,38.4
,,,10/21/2020 02:19:28 pm,432.500,38.5
,,,10/21/2020 02:19:29 pm,433.000,38.5
,,,10/21/2020 02:19:29 pm,433.500,38.5
,,,10/21/2020 02:19:30 pm,434.000,38.5
,,,10/21/2020 02:19:30 pm,434.500,38.5
,,,10/21/2020 02:19:31 pm,435.000,38.4
,,,10/21/2020 02:19:31 pm,435.500,38.3
,,,10/21/2020 02:19:32 pm,436.000,38.1
,,,10/21/2020 02:19:32 pm,436.500,38.0
,,,10/21/2020 02:19:33 pm,437.000,37.8
,,,10/21/2020 02:19:33 pm,437.500,37.6
,,,10/21/2020 02:19:34 pm,438.000,37.3
,,,10/21/2020 02:19:34 pm,438.500,37.0
,,,10/21/2020 02:19:35 pm,439.000,36.7
,,,10/21/2020 02:19:35 pm,439.500,36.5
,,,10/21/2020 02:19:36 pm,440.000,36.1
,,,10/21/2020 02:19:36 pm,440.500,35.8
,,,10/21/2020 02:19:37 pm,441.000,35.5
,,,10/21/2020 02:19:37 pm,441.500,35.2
,,,10/21/2020 02:19:38 pm,442.000,34.9
,,,10/21/2020 02:19:38 pm,442.500,34.6
,,,10/21/2020 02:19:39 pm,443.000,34.4
,,,10/21/2020 02:19:39 pm,443.500,34.2
,,,10/21/2020 02:19:40 pm,444.000,34.0
,,,10/21/2020 02:19:40 pm,444.500,33.7
,,,10/21/2020 02:19:41 pm,445.000,33.5
,,,10/21/2020 02:19:41 pm,445.500,33.3
,,,10/21/2020 02:19:42 pm,446.000,33.1
,,,10/21/2020 02:19:42 pm,446.500,32.9
,,,10/21/2020 02:19:43 pm,447.000,32.7
,,,10/21/2020 02:19:43 pm,447.500,32.5
,,,10/21/2020 02:19:44 pm,448.000,32.4
,,,10/21/2020 02:19:44 pm,448.500,32.2
,,,10/21/2020 02:19:45 pm,449.000,32.0
,,,10/21/2020 02:19:45 pm,449.500,31.8
,,,10/21/2020 02:19:46 pm,450.000,31.7
,,,10/21/2020 02:19:46 pm,450.500,31.5
,,,10/21/2020 02:19:47 pm,451.000,31.3
,,,10/21/2020 02:19:47 pm,451.500,31.2
,,,10/21/2020 02:19:48 pm,452.000,31.0
,,,10/21/2020 02:19:48 pm,452.500,30.9
,,,10/21/2020 02:19:49 pm,453.000,30.7
,,,10/21/2020 02:19:49 pm,453.500,30.6
,,,10/21/2020 02:19:50 pm,454.000,30.5
,,,10/21/2020 02:19:50 pm,454.500,30.4
,,,10/21/2020 02:19:51 pm,455.000,30.3
,,,10/21/2020 02:19:51 pm,455.500,30.2
,,,10/21/2020 02:19:52 pm,456.000,30.1
,,,10/21/2020 02:19:52 pm,456.500,30.0
,,,10/21/2020 02:19:53 pm,457.000,29.9
,,,10/21/2020 02:19:53 pm,457.500,29.8
,,,10/21/2020 02:19:54 pm,458.000,29.7
,,,10/21/2020 02:19:54 pm,458.500,29.7
,,,10/21/2020 02:19:55 pm,459.000,29.6
,,,10/21/2020 02:19:55 pm,459.500,29.6
,,,10/21/2020 02:19:56 pm,460.000,29.5
,,,10/21/2020 02:19:56 pm,460.500,29.4
,,,10/21/2020 02:19:57 pm,461.000,29.4
,,,10/21/2020 02:19:57 pm,461.500,29.3
,,,10/21/2020 02:19:58 pm,462.000,29.2
,,,10/21/2020 02:19:58 pm,462.500,29.1
,,,10/21/2020 02:19:59 pm,463.000,29.1
,,,10/21/2020 02:19:59 pm,463.500,29.1
,,,10/21/2020 02:20:00 pm,464.000,29.0
,,,10/21/2020 02:20:00 pm,464.500,28.9
,,,10/21/2020 02:20:01 pm,465.000,28.9
,,,10/21/2020 02:20:01 pm,465.500,28.8
,,,10/21/2020 02:20:02 pm,466.000,28.8
